cluster_id,M500,R500,R_theta,R_theta_err_low,R_theta_err_high,alpha,alpha_err_low,alpha_err_high,n0,rc,beta,chi2_red,n_points
A2029,1270000000000000.0,1820.0,1451.697932783884,62.32158519976883,36.05553653684524,0.3893397019414844,0.017158928297807963,0.007780646567273564,0.1904196110137919,103.47466749193751,0.9918826374836333,12.03178663815111,12
A1795,580000000000000.0,1520.0,1410.0562800077462,136.96517653137812,67.81187016933723,0.3641923661286816,0.05844548070288719,0.025135480368052243,0.19117481924125285,95.17454048399149,0.989154202831592,8.430683258532381,12
A2199,390000000000000.0,1180.0,1416.8334433309756,82.19351278128397,58.38347343619989,0.30582590000955623,0.1162408937286088,0.06979776738014615,0.18679250770775413,77.40030379651688,0.9810730772165586,3.405722490403112,12
Coma,840000000000000.0,2300.0,1427.0883655555936,127.3613585845028,54.50468968795349,0.3815464197535688,0.0299642965835214,0.01373701233157093,0.19440725808078524,114.44382329295556,0.9927362623363784,15.3284291032774,12
A401,620000000000000.0,1610.0,1373.6267859527736,115.59487242387831,88.20665542210395,0.3216058446708208,0.10841819642682593,0.05902837199981842,0.1917445089768957,129.50633200187784,0.9795989150445599,3.27422343057209,12
