bootstrap_mape,monte_carlo_mape,permutation_mape
23.935127243580908,7.325027175802879,1765485.5918923547
42.22322311843708,8.277357766832385,913223.235213966
33.10875049430614,9.700149926455348,606578.4362607842
42.775339945357096,7.458292850055026,98866.26806521663
18.271521862562924,9.945238943374044,475046.40847090445
21.031556405889987,2.3712872780906302,1594659.2802050232
82.85595481665872,7.711581506959302,277109.9257220098
45.568476651188384,1.6261975706410166,156976.09073467538
12.357938930922383,14.47084935091057,1950489.9946279842
25.135244074927666,4.477681642574103,569921.9309166786
17.6110311648261,10.441537639850234,453415.45931314974
23.24451551177624,5.288453924902852,1164638.3802660406
23.886326212069978,7.290269252835612,335022.87030735787
38.30464380356664,4.0075368070437385,62427.251391803606
107.19998081360495,11.160979192835114,891562.9297248652
63.054257318023446,14.479444775190636,1084519.3935464744
14.088556288213645,2.609915003484061,89671.5547642488
15.778032699560669,12.542092983231582,88297.43583825558
15.802558135264507,8.018299388427861,545127.1168146478
31.775878393332345,7.399435875016865,719195.1077685533
32.78662075204518,9.324907034955094,176242.2419329482
41.014118436791726,10.77500748737489,2516282.5220586597
20.631913742547134,12.528006578332613,3963064.6322054914
27.980002645603022,9.854122758516304,51537.17689456894
6.521188147134239,13.22606960698078,1119923.230747442
62.74347372301425,10.780112042984113,939849.3333491366
33.726596702036616,9.897321839442043,1528486.4449444108
34.66024454982228,12.821017386704419,313348.1987312281
97.00359589576911,4.773924826334733,70424.21293928554
35.05373875946973,3.429036094859905,329699.36681750894
36.73556702690571,9.785668936248438,1578102.320166754
56.851159166348125,2.9851421910264397,155140.8429667098
58.15650741204598,8.324164110589379,4817611.474141454
40.41812055469744,6.850442613165612,478436.2999729118
33.50943437754605,6.544728268403084,279195.12104016996
61.52599315001365,12.075288738930332,287132.6691506158
71.80412979038691,6.188868961279649,1738418.129739801
84.72089734704713,13.926657467490664,2213692.305073907
42.09744745247715,14.997577353794476,250364.25414075318
43.26045844378097,12.888325652876999,337859.9539020754
31.70771980276099,5.126947047037943,766099.2422006404
20.24154600040434,7.0237274329630415,805802.8750151218
74.39791445556476,7.55575912700332,1056303.0338114956
55.20578316564375,6.878185528889844,108694.4703016786
29.363303901807548,8.797151532489512,66615.48886403313
67.34412767621959,-0.759891713281549,920700.9458468582
53.64647086487337,11.795510646246058,2114543.6295818915
92.20881458371827,11.016550647793409,266221.0987333412
29.32382157013216,3.3647753559426494,2077550.2661474254
37.40193185439463,15.887378516178716,189603.7734747843
68.22442740029042,8.320759052249397,66223.884338589
33.36709714928807,10.388316705669713,23034.79979478841
53.77580147992715,1.4444885461378867,1478104.4219353113
39.59302355097215,9.907259950496435,3158381.9277002485
8.391992409364223,5.43573669310711,308416.20132759353
15.818543179480525,5.597560663963078,277082.0155321767
11.317780288094909,0.7519577405410631,867713.6131952935
25.757982971075872,10.93486597419598,97421.58112865288
31.75398092822951,-0.2929142383627905,1534086.491628158
53.22478788178674,8.25541660070734,128400.61083088272
46.796621086397174,9.025931550945309,1429485.6529750442
18.39815938871968,4.516875597243204,642219.0714026593
16.696723075789766,6.3485342943380765,590335.2280405668
103.12068572663239,6.236446690922466,775009.2343269652
171.04460105446307,9.866582382221893,573267.0854116551
31.78121285879334,7.696498833724496,647542.3847671113
17.726459035779467,8.80948077595351,683521.8057890799
29.77149724953722,13.824055306889552,1870141.8558730586
15.31435598108143,9.533075384226805,55624.757968010796
18.32187753851408,14.330071400445192,663027.7192518307
83.71020363645691,8.117142976133971,187528.8758983482
14.711488023066737,8.951418613379342,1566674.35856365
17.653817556188322,4.536344285823866,269745.2030155942
30.415301094220986,13.196399840237593,668171.4986709653
115.11492391776511,6.535737795365749,1107500.1292105303
55.297958916132785,8.912045656353559,554937.846055279
61.09711293116796,9.773571325727007,520402.26543410216
40.11519456684035,7.852097972871938,345442.26351626986
42.70074079535695,6.770213272188664,4373198.867694227
24.17167949115995,11.835105811400457,553395.7413205475
33.293785858444934,13.481807227433078,164051.2460058028
31.819564648657494,4.906899715900278,1618685.4173422065
