bootstrap_mape,monte_carlo_mape,permutation_mape
75.18532538211251,5.323354964579469,2049973.6230874967
61.222719897831794,7.7344304640433,2638594.0015882505
50.794180439734504,6.3671360925987806,131867.4190764283
24.36440660996979,5.016124947319291,1193055.7192598963
22.613655763653362,7.773973948343727,55029.53674290397
104.5516220154262,3.5380573579273307,38919.53740610386
58.54875299173261,9.375117435823036,425002.29811642796
47.07717778845053,10.122518553058212,2326350.7711237534
35.7656176656569,14.820390569229989,196416.77111329662
41.79224025797361,10.68617434936108,2552476.112752175
39.32640577019851,1.6911055523598781,334616.4585262425
30.039320346751094,8.014821775604538,211042.20042928102
18.383577979832,6.3873516551606535,208725.03556478128
36.898134130083115,6.3213100514514595,1652197.4252201866
64.92658073667359,16.936261759522257,139455.9865435468
56.72684293245521,7.988843019621381,100033.28272080584
47.178956161093964,16.082336183919345,112043.9537827007
25.895619258555953,12.355638303981939,2291204.711332216
38.2524910029377,4.421616496113634,698615.0799618111
44.161435289381274,9.252452409712044,236818.9793472419
25.92296502660982,6.587384948376844,941424.5875924211
36.20112240489617,11.078785490674608,108061.09573273818
47.207229201759105,12.018901267220881,217818.43679259956
25.860472085064096,15.291091449589741,576331.1755108725
15.524380902606135,9.3743623063482,827712.3109918265
35.62408967896641,9.745086909116596,200425.73760060946
37.48171925883019,6.945728826440515,45058.36314697264
26.565782971932748,8.488404579935802,1681838.9550715876
96.66236862603027,7.038182943157734,1004005.2830920252
34.90502539418743,10.2566762777415,228873.9944292248
30.487920207842073,3.513909574270481,712276.638423412
12.790196067273445,11.14376041798319,863168.3508136843
28.30765352636198,11.49991466821874,899352.6896227072
18.952375033489407,11.919523055827355,425244.7059810837
12.143624824917618,3.7213194333430852,1870461.5551832684
17.952968094628197,4.307174996165448,6483526.4056336265
16.605469220245432,11.218464373146631,1137769.1489614686
63.39876813378275,6.854253894556381,91439.2731989658
61.46289377314601,14.833734316255384,353277.89099160396
14.98062685268173,8.091480237186774,56618.26097908215
71.31335126279771,12.941847156173974,431285.91113791877
67.78319592978256,2.2558955407213066,1444528.846934295
14.954550240653637,12.633415969577321,217173.7661482995
6.763655007708151,9.158492285554432,1649315.4364938084
40.82235700822869,8.95792937558977,6860.012103768285
40.70276197478678,7.585191064012535,332654.250873269
2.64123084430121,11.61742226807481,167338.66774266833
10.589373869020122,6.070981824368349,918118.4920167837
7.247824412533717,10.21055621022932,1266430.378919719
27.221565387153227,9.276972475331872,252713.00509310936
16.39861796210058,12.098781221503053,1451031.260050728
32.27114825636595,10.588239432723203,431660.1502162963
16.65613023989685,12.002715113221225,872662.910557101
18.40928129704311,8.556797210003928,1937604.6683614687
28.42431704956993,8.621578383429409,835941.248384171
20.565864324695834,10.9108214804452,800071.0825472479
90.91067587367228,12.209685720528249,372305.8344797639
51.216157430600894,9.111990461431983,909859.8904689513
52.69760544460099,11.84913581357336,2250215.964818993
43.81452104491856,12.642450871764625,3091929.783948147
7.4185450895100145,9.097790945735841,1418374.7287712751
33.6246636181398,10.099043688947193,457369.0012261322
35.30175978509716,9.189105306014158,757926.7989724264
27.03586373073556,4.950724071158895,435538.7979351903
82.085973650688,6.373097821214463,626713.2553706672
32.93877608380533,7.6422611836947985,385752.90545601456
14.787379559298293,7.26262574733723,1413720.8701110089
18.592431387906526,8.671625134510897,90419.84115450784
59.975413659654635,8.832888875749209,6804.117924482295
36.21103081738083,13.865169204467747,1006858.2366565972
44.974975989401074,6.864362413988104,1014248.7613069069
60.02269631613072,10.42217203879677,2020902.0443782695
26.839421986309166,13.288015795801341,832757.3040813295
26.26637663014924,11.593577953007127,3115476.7525443584
