1.000000000000000000e+00,9.179315897643609140e-03,5.344104580322535381e-05,1.007388726582490561e-02,1.040174611002396901e-02,3.001665744156644874e-04,-3.616574003908494192e-04,8.304956367321501831e-03,4.449500907328142203e-04,-6.015275828143451867e-03,-1.033705709382490897e-03,-2.166477923054142656e-03,-1.314673923238078579e-03,-2.904282317137438924e-03,-1.620453432187929366e-02,-6.662757074930487217e-03,1.000133202169250796e-03,7.542055510527495912e-03,-4.794779912750274115e-04,7.313342801599093113e-03,4.616512464875537070e-03,5.871428896671372286e-03,-2.912887326463947744e-03,2.901619060701268044e-03,-1.482740185717017255e-03,1.166917798894992996e-02,-7.909740848674431035e-04,4.912212799216737931e-03,3.873452776906902845e-03,-2.392624881005130273e-03,1.445238884687227721e-03,1.540756986116963330e-02,5.455589385017263135e-03
9.179315897643609140e-03,1.000000000000000000e+00,-2.428880203602244887e-04,1.587042217812155431e-02,4.050226741465771246e-03,8.125474337641162142e-03,-7.136163730760470419e-03,5.274094408879528330e-03,-8.728927774471013836e-04,5.309020098922273383e-03,1.131545875170748231e-03,-1.236499569857871239e-02,1.557865788863767352e-03,1.386747571036292016e-02,1.475464332538957771e-02,3.480142991510512887e-03,-5.448043979015279072e-03,4.060892939954680037e-03,-2.372370363328032538e-03,8.307371241827610914e-04,-1.648743208446381767e-02,-3.078219697096803986e-03,6.390441351192502339e-03,7.859205113685010374e-03,-2.439157810640140041e-03,3.024735353144305215e-04,2.009269001554257750e-03,-6.355457971255827621e-03,2.795404261811025581e-04,1.809565041271204945e-03,4.280754793585927337e-04,1.158818918212521469e-02,5.788727989705286930e-03
5.344104580322535381e-05,-2.428880203602244887e-04,1.000000000000000000e+00,1.115059152081833427e-02,3.217669871290633650e-03,1.746629738017403677e-02,-2.120265785483807855e-03,1.138063510963288096e-04,-1.103147974817273586e-02,6.265684167099758173e-03,1.170345072722888020e-02,-1.031603042574794418e-02,-1.635875581922326474e-03,-1.067774080134639876e-02,-4.517271790791269927e-03,1.395295381122856927e-02,8.398881249490296880e-03,7.504846582394704424e-03,4.634061915388224505e-03,-4.216755906098676107e-03,-3.000166882668339752e-03,-2.109177601149756116e-03,6.231310178189598814e-03,6.691131993969475639e-04,1.810492262515877443e-04,2.724638725594113586e-04,-3.846160123573216273e-03,6.638546732190209881e-03,-2.101801105406754435e-03,-6.270417351989028554e-03,8.870192852227145458e-03,-5.878741691344776393e-04,-5.784947974408599300e-03
1.007388726582490561e-02,1.587042217812155431e-02,1.115059152081833427e-02,1.000000000000000000e+00,5.548624374847228174e-03,-7.516030860689047743e-03,3.231048999049473611e-03,4.377639834237181948e-03,7.412258987550192357e-03,2.323232435658113045e-03,-1.088073405475729373e-02,-5.024795879222125963e-03,1.113169213180807866e-02,4.863356014145660440e-03,-5.090013555404308485e-03,-9.689482683787756581e-04,-5.503397776893242596e-03,-5.533281076543794010e-03,-4.480543609790450799e-03,-4.573346844990892196e-03,-4.370184959035606186e-03,2.408617565401745004e-03,5.678081355844726702e-03,6.897415979048032372e-03,-5.189330893234284092e-03,-1.196284797115494854e-02,-3.037980393586825478e-03,-7.211529299539918419e-03,1.025586491092208424e-02,-5.274856981963510147e-03,1.008590463066042289e-03,1.159093783879213378e-02,1.447017919767383878e-03
1.040174611002396901e-02,4.050226741465771246e-03,3.217669871290633650e-03,5.548624374847228174e-03,1.000000000000000000e+00,6.167766496984231420e-03,-1.312722578874534352e-03,9.696142571241534586e-03,5.192203727414976613e-03,-4.525731257752898737e-03,1.044565203979964593e-02,2.032481772066424899e-02,-3.067677401795093281e-03,4.263676825541420912e-04,6.033297435712554543e-04,8.508839904565261916e-03,4.734809935561785574e-03,1.351848271927029443e-02,-5.781482343981072039e-03,-1.134015659982024957e-02,-9.794668081736578741e-03,1.493775235790802819e-02,-9.599891207160968221e-03,-3.133584386414611268e-03,-2.072645853242333254e-03,4.810508151720608097e-03,-7.397959649579280948e-03,-4.029394518888330251e-03,-1.648756195480787726e-03,-4.761675276406575515e-03,-7.538861713053425333e-03,-8.862664847700634646e-03,-4.424244230139423063e-03
3.001665744156644874e-04,8.125474337641162142e-03,1.746629738017403677e-02,-7.516030860689047743e-03,6.167766496984231420e-03,1.000000000000000000e+00,2.237185306074099961e-02,1.514596942415512987e-02,1.047483136825350190e-03,1.374571905889952934e-02,5.996309149935781686e-03,1.898264383920735465e-03,-2.208108846386864100e-03,6.123095635709481857e-03,8.143625154102896932e-03,7.048139225372072707e-03,3.541251540239709773e-03,1.383321297227946972e-03,-2.506199517813815451e-03,-1.246532526032689304e-02,3.356603959921161326e-03,1.668465921071823465e-03,-6.162509075025491070e-03,-4.421223380051377688e-03,-1.497481328762515808e-02,-3.556044080971835965e-03,3.228720580205740685e-03,-1.232493264651238381e-02,-1.942609652920826435e-03,-4.598201970058907878e-03,6.779303268162234150e-03,-1.074932226912779596e-03,1.616234336647449964e-03
-3.616574003908494192e-04,-7.136163730760470419e-03,-2.120265785483807855e-03,3.231048999049473611e-03,-1.312722578874534352e-03,2.237185306074099961e-02,1.000000000000000000e+00,2.695141015724353099e-03,4.437562302770604525e-04,1.364373300953685905e-02,-2.346316599178926727e-03,6.853242402117766877e-03,9.946345570487461624e-03,1.511302966124591918e-02,5.792788058463373135e-03,-9.962561944891019580e-03,1.161175192894079149e-03,1.237019650194063486e-02,7.974983670363216051e-03,4.623739158625382768e-03,8.555806932821576928e-04,5.261259637787888375e-03,-1.501330773295442636e-02,3.810334500170478676e-03,-3.510579757379281903e-03,-6.598719594139139215e-03,-1.352100827945744779e-02,-1.252117136196186260e-02,4.063172908415875820e-03,6.437075347729128046e-03,7.847778080064638645e-03,1.070656442959956080e-02,-1.697822361259949259e-02
8.304956367321501831e-03,5.274094408879528330e-03,1.138063510963288096e-04,4.377639834237181948e-03,9.696142571241534586e-03,1.514596942415512987e-02,2.695141015724353099e-03,1.000000000000000000e+00,1.146271808509994293e-02,-3.051533619357523971e-03,6.243228198357635844e-04,-7.046166918732452503e-03,1.458882756734865629e-02,2.104907305478920417e-03,8.618228298595514546e-04,6.312596327425167020e-03,1.477677127526434882e-02,1.820718915540241525e-03,6.747226504937234651e-03,-7.684660877890350100e-03,6.905728699602591003e-03,7.552903702607196949e-04,-9.148914854060413715e-03,-4.468935090484040668e-03,5.124928747368996500e-03,-2.874461099913413944e-03,1.381771326038169420e-02,-1.292171375040880761e-02,4.772844557833239715e-05,-2.163218562144654782e-03,-2.499720541429086007e-03,3.697509363184474113e-03,1.724710138080686166e-03
4.449500907328142203e-04,-8.728927774471013836e-04,-1.103147974817273586e-02,7.412258987550192357e-03,5.192203727414976613e-03,1.047483136825350190e-03,4.437562302770604525e-04,1.146271808509994293e-02,1.000000000000000000e+00,2.114363582058372340e-02,1.033642622373207032e-02,1.400005201546579772e-02,2.402729213625545354e-03,-5.967651714706943833e-04,-2.738596340174195929e-03,-4.392253092573136265e-03,9.196401003865142029e-04,-3.601550408279547560e-04,-8.074379163255263059e-03,-5.069711557179603853e-03,-4.756828870002646585e-03,1.912487565002548781e-02,-5.490280230909441034e-04,4.580875713718960546e-03,1.695471150128216933e-02,5.220067585467178320e-03,-5.258776898233624361e-03,7.295481823955689629e-03,4.944170512223618891e-03,3.070560292281237363e-03,1.040390853417679125e-02,-3.265434003206310436e-03,8.724098487519073297e-03
-6.015275828143451867e-03,5.309020098922273383e-03,6.265684167099758173e-03,2.323232435658113045e-03,-4.525731257752898737e-03,1.374571905889952934e-02,1.364373300953685905e-02,-3.051533619357523971e-03,2.114363582058372340e-02,1.000000000000000000e+00,2.328655641287927930e-03,-1.929082965344143530e-03,-1.337121730170028316e-03,-4.478066719584638568e-03,7.977059700786628266e-03,-5.433178560417844388e-03,1.382990094312502340e-02,7.151675172580440089e-03,-3.649852013876138390e-03,2.968059851043812133e-03,-5.825768423005199710e-03,-1.233484827941781943e-03,-3.022604229240392210e-03,6.612168436993534973e-03,-3.235443466101969694e-03,5.075978917609573482e-03,2.173818751520841756e-03,7.367134088115023967e-03,-5.085446776039155223e-03,4.095147241023715246e-03,6.674503353678745178e-04,1.005900959030712159e-03,-1.180182741002096247e-02
-1.033705709382490897e-03,1.131545875170748231e-03,1.170345072722888020e-02,-1.088073405475729373e-02,1.044565203979964593e-02,5.996309149935781686e-03,-2.346316599178926727e-03,6.243228198357635844e-04,1.033642622373207032e-02,2.328655641287927930e-03,1.000000000000000000e+00,4.291413219029576592e-03,-5.025710826938601869e-03,2.955029220516400788e-03,-2.987340093060111054e-03,-1.101436364453029122e-02,-8.468856419958639345e-03,9.311471350603934757e-03,2.981264501059230528e-03,-1.912642420522497021e-03,3.717755730798846022e-03,4.974871835511722809e-03,8.973045805137734934e-03,-3.552078454345718780e-03,-2.962141432989718898e-03,-5.372996361453473597e-03,6.840863689309733403e-03,5.871785060937260471e-03,1.016213383427199551e-02,-1.330369746084920056e-02,5.284407363116177397e-03,-3.621925189319858199e-03,7.343358027802671974e-05
