value
3.23738860881473
7.109741006804682
7.7476959465844635
8.153702280241776
8.601909580194224
8.936743702195137
9.789008163066718
9.929151187727895
9.981248819227151
10.48834750118668
10.489144364071937
10.490853600015583
10.970964718403252
10.982896119454319
10.987352098733561
17.706189373783737
17.774805705920024
18.04447110033134
19.92017648460187
20.343811020739068
20.451038030219713
20.491624097772423
20.498469595495834
20.504441271399692
20.508873283826517
20.51339540977293
20.518646026353835
