M_Msun,S_std_JK,S_GoE_JK,ratio_S,T_std_K,T_GoE_K,ratio_T,C_std_JK,C_GoE_JK,correction_factor
1.0,1.448008199407693e+54,1.3466476254491546e+54,0.93,6.181249528601564e-08,6.646504869464047e-08,1.075268817204301,-2.1476535834015029e+27,-8.841033067252685e+27,4.116601082959597
3.9810717055349727,2.294938337869127e+55,2.1342926542182882e+55,0.93,1.5526596820669253e-08,1.6695265398569087e-08,1.075268817204301,-3.403801544097758e+28,-1.401209312261238e+29,4.116601082959597
15.848931924611135,3.6372321488068017e+56,3.3826258983903256e+56,0.93,3.900104788135888e-09,4.193661062511707e-09,1.075268817204301,-5.394661895729164e+29,-2.2207671002159547e+30,4.116601082959597
63.09573444801929,5.7646244720446035e+57,5.361100759001482e+57,0.93,9.796620298784086e-10,1.053400032127321e-09,1.075268817204301,-8.54996291417051e+30,-3.519678659173871e+31,4.116601082959597
251.18864315095794,9.136314082838236e+58,8.496772097039561e+58,0.93,2.4607997603167076e-10,2.6460212476523735e-10,1.075268817204301,-1.3550778018463831e+32,-5.57831474657533e+32,4.116601082959597
1000.0,1.4480081994076929e+60,1.3466476254491544e+60,0.93,6.181249528601563e-11,6.646504869464046e-11,1.075268817204301,-2.147653583401503e+33,-8.841033067252686e+33,4.116601082959597
